cnt,title,description,link,pDate
506,"가천대, 대학혁신지원사업 A등급…'學産不二' 생태계 평가",<b>이길여</b> 총장은 “‘4차 산업혁명시대 Future-Proofing(퓨처 프루핑) 혁신대학’ 달성을 위해 다양한 프로젝트와 지원 기구를 설치하고 교육혁신을 선도하고 있다”며 “이번 성과를 바탕으로 혁신교육프로그램을... ,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=421&aid=0005617784,2021-09-23 16:58:00
507,"가천대, 대학혁신지원사업 성과평가 'A' 등급",<b>이길여</b> 가천대 총장은 &quot;'4차 산업혁명시대 퓨처 프루핑(Future-Proofing미래대응력+미래수용성) 혁신대학' 달성을 위해 다양한 프로젝트와 지원 기구를 설치하고 교육혁신을 선도하고 있다&quot;며 &quot;혁신교육프로그램을... ,http://www.incheonilbo.com/news/articleView.html?idxno=1113527,2021-09-23 16:12:00
508,"가천대, 2021 대학혁신지원사업 성과평가 A등급 획득",사진=가천대 가천대(총장 <b>이길여</b>)가 교육부와 한국연구재단이 주관하는 2021년도 대학혁신지원사업... <b>이길여</b> 총장은 &quot;'4차 산업혁명시대 Future-Proofing 혁신대학' 달성을 위해 다양한 프로젝트와 지원 기구를 설치하고... ,http://www.kyosu.net/news/articleView.html?idxno=77107,2021-09-23 16:10:00
509,"가천대, 대학혁신지원사업 성과평가 A등급",<b>이길여</b> 총장은 “‘4차 산업혁명시대 Future-Proofing 혁신대학’ 달성을 위해 다양한 프로젝트와 지원 기구를 설치하고 교육혁신을 선도하고 있다”며 “이번 성과를 바탕으로 혁신교육프로그램을 지속 발전시켜... ,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=100&oid=018&aid=0005043185,2021-09-23 15:57:00
510,"가천대, 대학혁신지원사업 성과평가 A등급 획득",사진=가천대 제공 가천대학교(총장 <b>이길여</b>)는 교육부와 한국연구재단이 주관하는 2021년도 대학혁신지원사업 성과평가 1유형에서 최고 등급인 'A' 등급을 받았다고 23일 밝혔다. 가천대에 따르면 신입생 대상 비대면... ,http://www.dhnews.co.kr/news/articleView.html?idxno=145282,2021-09-23 15:48:00
511,"가천대, 2021 대학혁신지원사업 성과평가 A등급",<b>이길여</b> 총장은 “‘4차 산업혁명시대 Future-Proofing 혁신대학’ 달성을 위해 다양한 프로젝트와 지원 기구를 설치하고 교육혁신을 선도하고 있다”며 “이번 성과를 바탕으로 혁신교육프로그램을 지속 발전시켜... ,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=003&aid=0010733301,2021-09-23 15:12:00
512,"가천대, 2021 대학혁신지원사업 성과평가 'A등급'","<b>이길여</b> 총장은 &quot;우리 대학은 '4차 산업혁명시대 Future-Proofing 혁신 대학' 달성을 위해 여러 프로젝트와 지원 기구를 설치, 운영하고 있다&quot;며 &quot;이번 성과를 바탕으로 혁신 교육 프로그램을 지속적으로 발전시켜... ",https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=008&aid=0004647976,2021-09-23 15:06:00
513,"가천대, 대학 혁신지원사업 A등급 획득",가천대 전경  가천대학교(총장 <b>이길여</b>)가 교육부와 한국연구재단이 주관하는 2021년도 대학혁신지원사업... <b>이길여</b> 총장은 &quot;'4차 산업혁명 시대 Future-Proofing 혁신대학'을 만들기 위해 다양한 프로젝트와 지원 기구를... ,https://news.unn.net/news/articleView.html?idxno=516184,2021-09-23 15:00:00
514,"가천대, '2021 대학혁신지원사업 성과평가' A등급 획득",<b>이길여</b> 총장은 “‘4차 산업혁명시대 Future-Proofing 혁신대학’ 달성을 위해 다양한 프로젝트와 지원 기구를 설치하고 교육혁신을 선도하고 있다”며 “이번 성과를 바탕으로 혁신교육프로그램을 지속 발전시켜... ,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=014&aid=0004712782,2021-09-23 14:58:00
515,"가천대, 2020년 IPP형 일학습병행 성과평가 '우수'",가천대 전경  가천대학교(총장 <b>이길여</b>)는 IPP사업단이 2020년 IPP형 일학습병행 공동훈련센터 성과평가에서 5년 연속 우수대학(A등급)으로 선정됐다고 16일 전했다. IPP(Industry Professional Practice)형 일학습병행은... ,https://news.unn.net/news/articleView.html?idxno=515996,2021-09-16 13:46:00
516,"가천대, 2020년 IPP형 일학습병행 성과평가 '우수대학' 선정",가천대학교(총장 <b>이길여</b>) IPP사업단(단장 최회명)은 2020년 IPP형 일학습병행 공동훈련센터 성과평가에서 5년 연속 우수대학(A등급)으로 최근 선정됐다. ▲가천대학교 전경 이번 성과평가는 IPP형 일학습병행... ,http://www.kyosu.net/news/articleView.html?idxno=76847,2021-09-16 13:38:00
517,“실력 있는 분 모십니다” 학과 안 보고 교수 선발,<b>이길여</b> 가천대 총장은 “연구능력과 경력은 뛰어나지만 세부 전공이 대학 수요에 맞지 않아 지원할 수 없었던 신진·중진 교원에게 기회가 되는 것은 물론이고 대학도 교육 경쟁력을 강화할 수 있을 것”이라고... ,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=020&aid=0003382408,2021-09-16 03:03:00
518,"가천대, 2022학년도 수시모집 경쟁률 17.2대 1 기록해","가천대학교(총장 <b>이길여</b>)가 14일 2022학년도 수시원서 접수를 마감한 결과, 2,930명 모집에 50,491명이 지원해 평균 17.2대 1의 높은 경쟁률을 기록했다. ▲가천대학교 전경 주요전형의 경쟁률을 보면 올해... ",http://www.kyosu.net/news/articleView.html?idxno=76772,2021-09-15 18:38:00
519,"가천대 '나누다', 청년 디딤터 '은행단' 리모델링 봉사",가천대 봉사 소학회 '나누다' 학생들(사진=가천대 제공)  가천대학교(총장 <b>이길여</b>)는 봉사 소학회 '나누다'(책임지도교수 안은희)가 성남시 수정구 은행동에 위치한 은행종합사회복지관 2층을 '은행단'으로 리모델링해... ,https://news.unn.net/news/articleView.html?idxno=515942,2021-09-15 18:00:00
520,"가천대 소학회 ‘나누다’, 청년 디딤터 ‘은행단’ 리모델링 봉사",가천대(총장 <b>이길여</b>) 봉사 소학회 ‘나누다’(책임지도교수 안은희)가 성남시 수정구 은행동에 위치한 은행종합사회복지관 2층을 ‘은행단’으로 리모델링해 15일 개관식을 가졌다. ‘나누다’는 실내건축학과를... ,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=016&aid=0001888331,2021-09-15 17:01:00
521,"가천대 봉사 소학회 '나누다', 청년 디딤터 '은행단' 리모델링 봉사",가천대학교(총장 <b>이길여</b>) 봉사 소학회 '나누다'(책임지도교수 안은희)가 성남시 수정구 은행동에 위치한 은행종합사회복지관 2층을 '은행단'으로 리모델링해 15일 개관식을 가졌다. ▲가천대 봉사 소학회 '나누다... ,http://www.kyosu.net/news/articleView.html?idxno=76742,2021-09-15 16:34:00
522,"가천대, 2022학년도 수시모집 경쟁률 17.2 대 1",가천대 전경 (사진= 가천대 제공)  가천대학교(총장 <b>이길여</b>)가 14일 2022학년도 수시원서 접수를 마감한 결과 2930명 모집에 5만491명이 지원해 평균 17.2 대 1의 높은 경쟁률을 기록했다. 주요전형의 경쟁률을... ,https://news.unn.net/news/articleView.html?idxno=515867,2021-09-15 10:36:00
523,가천대 국제저명학술지 논문 실적 국내 사립대 중 8위… 연구 질 개선,"<b>이길여</b> 총장은 &quot;대학의 연구역량은 인재양성과 기술의 선도와 직결돼 대학 경쟁력의 바로미터가 되는 만큼, 건강한 연구 생태계 조성을 위해 모든 지원을 아끼지 않겠다&quot;고 말했다. 성남=",http://www.kihoilbo.co.kr/news/articleView.html?idxno=945942,2021-09-14 21:32:00
524,"가천대, 수시모집 경쟁률 17.2대 1","가천대(총장 <b>이길여</b>)가 14일 2022학년도 수시원서 접수를 마감한 결과, 2930명 모집에 5만491명이 지원해 평균 17.2대 1의 높은 경쟁률을 기록했다. 주요전형의 경쟁률을 보면 올해 신설된 논술 전형이 919명... ",https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=016&aid=0001887709,2021-09-14 20:32:00
525,"가천대, 국제저명학술지실적 사립대 8위",가천대(총장 <b>이길여</b>)가 우수교수 초빙과 연구지원 정책으로 2021 정보공시기준 국제저명학술지... <b>이길여</b> 총장은 “대학의 연구역량은 인재양성과 기술의 선도와 직결돼 대학 경쟁력의 바로미터가 되는 만큼... ,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=016&aid=0001887681,2021-09-14 17:48:00
526,"인천 29곳 등록박물관, 인천의 역사와 문화 체험",<b>이길여</b> 박사가 기증받은 ‘초조본유가사지론’은 우리나라 최초의 대장경인 초조대장경 중 유가사지론 100권의 53권째 해당하는 책으로 국보로 인정됐습니다. 중구 차이나타운에 위치한 짜장면 박물관은 우리나라에서... ,http://www.ifm.kr/news/318338,2021-09-14 17:27:00
527,가천대학교 국제저명학술지 논문실적 사립대학 8위,가천대학교(총장 <b>이길여</b>)가 우수교수 초빙과 연구지원 정책으로 2021 정보공시기준 국제저명학술지... 가천대 <b>이길여</b> 총장은 “대학의 연구역량은 인재양성과 기술의 선도와 직결돼 대학 경쟁력의 바로미터가 되는... ,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=025&aid=0003135033,2021-09-14 16:08:00
528,"가천대, 국제저명학술지 논문실적 사립대학 '8위'",(총장 <b>이길여</b>)가 우수교수 초빙과 연구지원 정책으로 2021 정보공시기준 국제저명학술지 논문실적에서... <b>이길여</b> 총장은 &quot;대학의 연구역량은 인재양성과 기술의 선도와 직결돼 대학 경쟁력의 바로미터가 되는 만큼... ,https://news.unn.net/news/articleView.html?idxno=515768,2021-09-14 12:20:00
529,"가천대, 국제저명학술지 논문실적 사립대학 '8위'","가천대 <b>이길여</b> 총장은 &quot;대학의 연구역량은 인재양성과 기술의 선도와 직결돼 대학 경쟁력의 바로미터가 되는 만큼, 앞으로도 글로벌 수준의 우수한 논문 발표가 이어질 수 있도록 건강한 연구 생태계 조성을... ",https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=008&aid=0004644866,2021-09-14 11:25:00
530,"가천대, 국제저명학술지 논문실적 사립대학 8위",<b>이길여</b> 가천대 총장은 “대학의 연구역량은 인재양성과 기술의 선도와 직결돼 대학 경쟁력의 바로미터가 된다”며 “앞으로도 글로벌 수준의 우수한 논문 발표가 이어질 수 있도록 건강한 연구 생태계 조성을... ,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=421&aid=0005602347,2021-09-14 10:52:00
531,"가천대, 국제저명학술지 논문실적 사립대학 8위",가천대 <b>이길여</b> 총장은 “대학의 연구역량은 인재양성과 기술의 선도와 직결돼 대학 경쟁력의 바로미터가 되는 만큼 앞으로도 글로벌 수준의 우수한 논문 발표가 이어질 수 있도록 건강한 연구 생태계 조성을... ,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=003&aid=0010719267,2021-09-14 10:44:00
532,"가천대, 국제저명학술지 논문실적 '사립대학 8위' 성과",가천대 <b>이길여</b> 총장은 “대학의 연구역량은 인재양성과 기술의 선도와 직결돼 대학 경쟁력의 바로미터가 되는 만큼 앞으로도 글로벌 수준의 우수한 논문 발표가 이어질 수 있도록 건강한 연구 생태계 조성을... ,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=014&aid=0004708573,2021-09-14 10:33:00
533,"가천대, 국제저명학술지 논문실적 사립대학 8위에 올라",가천대학교(총장 <b>이길여</b>)가 우수교수 초빙과 연구지원 정책으로 2021 정보공시기준 국제저명학술지... 가천대 <b>이길여</b> 총장은 &quot;대학의 연구역량은 인재양성과 기술의 선도와 직결돼 대학 경쟁력의 바로미터가 되는... ,http://www.kyosu.net/news/articleView.html?idxno=76555,2021-09-14 10:30:00
534,"가천대, 국제 학술지 논문 게재 '사립대학 8위'",<b>이길여</b> 가천대 총장은 &quot;대학의 연구역량은 인재양성과 기술의 선도와 직결돼 대학 경쟁력의 바로미터가 되는 만큼 앞으로도 글로벌 수준의 우수한 논문 발표가 이어질 수 있도록 건강한 연구 생태계 조성을 위해... ,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=277&aid=0004969063,2021-09-14 10:08:00
535,"가천대, 소프트웨어 코딩 인증제 도입",가천대학교(총장 <b>이길여</b>)가 재학생들의 소프트웨어 코딩 역량 강화를 위해 2학기부터 SW코딩 인증제를 도입했다. ▲가천대 소프트웨어 전용 강의실에서 교수의 지도에 따라 학생들이 코딩을 하고 있다.... ,http://www.kyosu.net/news/articleView.html?idxno=76499,2021-09-13 15:44:00
536,"서승용 가천대 교수, 제31회 과학기술우수논문상 수상",서승용 교수  서승용 가천대학교(총장 <b>이길여</b>) 약학과 교수가 한국과학기술단체총연합회가 주관해 10일 열린 2021 대한민국과학기술 연차대회에서 '제31회 과학기술우수논문상'을 수상했다. 서승용 교수는 신약... ,https://news.unn.net/news/articleView.html?idxno=515673,2021-09-13 10:50:00
537,"가천대 석사과정생들, 차세대 연료전지 개발 '글로벌인재양성사업' 선정","왼쪽부터 민형우 씨, 강하은 씨, 윤영수 교수, 최지혁 씨(사진=가천대 제공)  가천대학교(총장 <b>이길여</b>)는 윤영수 신소재공학과 교수팀 석사과정 최지혁·강하은·민형우씨가 에너지기술평가원에서 주관하는... ",https://news.unn.net/news/articleView.html?idxno=515526,2021-09-09 17:56:00
538,"가천대 윤영수 교수, 차세대 연료전지 개발 위한 글로벌인재양성사업 선정",가천대학교(총장 <b>이길여</b>) 신소재공학과 윤영수 교수팀이 에너지기술평가원에서 주관하는 ‘글로벌인재양성사업’에 최근 선정됐다. 사업기간은 내년 6월까지 1년이며 학생 1인당 1억원의 연구비를 지원받아 차세대... ,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=025&aid=0003133783,2021-09-09 16:39:00
539,"석사과정 3명, 1인당 연구비 1억 파격 지원",가천대(총장 <b>이길여</b>) 신소재공학과 윤영수 교수팀이 에너지기술평가원에서 주관하는 ‘글로벌인재양성사업’에 최근 선정됐다고 9일 밝혔다. 사업기간은 내년 6월까지 1년이다. 학생 1인당 1억원의 연구비를 지원한다.... ,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=016&aid=0001885704,2021-09-09 14:36:00
540,"가천대, 코딩인증제 도입",가천대(총장 <b>이길여</b>)가 재학생들의 소프트웨어 코딩 역량 강화를 위해 2학기부터 SW코딩 인증제를 도입했다고 8일 밝혔다. 소프트웨어중심대학사업단 SW융합교육원에서 지정하는 각 교과목을 이수하고 B학점이상 받으면... ,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=016&aid=0001885153,2021-09-08 16:10:00
541,"가천대, 소프트웨어 코딩 인증제 도입",가천대 소프트웨어 전용 강의실에서 교수의 지도에 따라 학생들이 코딩을 하고 있다.(사진=가천대 제공)  가천대학교(총장 <b>이길여</b>)가 재학생들의 소프트웨어 코딩 역량 강화를 위해 2학기부터 SW코딩 인증제를 도입한다.... ,https://news.unn.net/news/articleView.html?idxno=515412,2021-09-08 13:16:00
542,"가천대, 학생들 코딩역량 강화...SW코딩 인증제 도입",사진=가천대 제공 가천대학교(총장 <b>이길여</b>)는 학생들의 소프트웨어(SW) 코딩 역량 강화를 위해 2학기부터 SW코딩 인증제를 도입했다고 8일 밝혔다. 가천대에 따르면 SW코딩 인증제는 소프트웨어중심대학사업단... ,http://www.dhnews.co.kr/news/articleView.html?idxno=144955,2021-09-08 11:40:00
543,"교수 초빙 때 전공장벽 없앤다 가천대, 자율분야 선택제 도입","<b>이길여</b> 총장은 &quot;학문의 융·복합시대 급변하는 교육환경에 대비하고, 연구와 강의 역량을 강화하기 위해 교수 지망하는 분들의 전공 지원 장벽을 허물었다&quot;며 &quot;연구 능력과 경력은 뛰어나지만 세부 전공이 맞지 않아... ",http://www.kihoilbo.co.kr/news/articleView.html?idxno=944835,2021-09-07 21:40:00
544,"가천대 교수 선발, 수요 상관없이 '연구·강의역량' 본다",<b>이길여</b> 총장은 &quot;급변하는 교육환경에 대비하고 연구와 강의 역량을 강화하기 위해 지원 스펙트럼을 넓혔다&quot;며 &quot;전공이 맞지 않아 지원할 수 없었던 유능한 인재를 뽑을 수 있어 교육 경쟁력 강화가 기대된다&quot;고 했다.... ,http://www.incheonilbo.com/news/articleView.html?idxno=1111658,2021-09-07 18:02:00
545,"가천대, 학과 벽 허문 교수임용방식 도입",<b>이길여</b> 가천대 총장은 “급변하는 교육 환경에 대비하고 연구·강의 역량을 강화하기 위해 교수 지망자의 전공 장벽을 허물었다”며 “연구능력·경력은 뛰어나지만 세부전공이 맞지 않아 지원할 수 없었던 신진·중진... ,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=018&aid=0005031312,2021-09-07 16:09:00
546,"가천대학교, 한국 대학 최초로 '자율분야 선택제' 시행","한편 <b>이길여</b> 가천대 총장은 “학문의 융·복합 시대에 걸 맞는 인재로서, 급변하는 교육 환경에 대비하고 연구와 강의 역량을 강화하기 위해 교수를 지망하는 분들의 전공 지원 장벽을 허물었다”며 “연구능력과 경력은... ",https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=015&aid=0004601484,2021-09-07 16:05:00
547,"가천대, 정년교수 100명 초빙...국내 최초 자율분야선택제 시행","한편 <b>이길여</b> 총장은 “학문의 융·복합 시대에 걸 맞는 인재로, 급변하는 교육 환경에 대비하고, 연구와 강의 역량을 강화하고자 교수 지망하는 분들의 전공 지원 장벽을 허물었다”면서 “연구능력과 경력은... ",http://www.ajunews.com/view/20210907132702239,2021-09-07 15:54:00
548,"가천대, 국내 첫 ‘자율 분야선택제' 시행...교수 100명 초빙","가천대(총장 <b>이길여</b>)가 국내 최초로 교수 100명을 정년트랙으로 초빙하면서 ‘자율 분야선택제’를... <b>이길여</b> 가천대 총장은 “학문의 융·복합 시대에 걸 맞는 인재로서, 급변하는 교육 환경에 대비하고 연구와 강의... ",https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=100&oid=018&aid=0005031281,2021-09-07 15:40:00
549,가천대 교수가 전공 선택하는 자율분야 선택제 도입,<b>이길여</b> 총장은 &quot;학문의 융ㆍ복합시대에 걸맞은 인재로 급변하는 교육 환경에 대비하고 연구와 강의 역량을 강화하기 위해 교수 지망하는 분들의 전공의 지원 장벽을 허물었다&quot;며 &quot;연구능력과 경력은 뛰어나지만... ,http://www.kyeonggi.com/news/articleView.html?idxno=2380075,2021-09-07 14:46:00
550,"교수가 학과 골라서 간다, 한국대학 첫 시도…가천대학교 정년교수 100명 초빙","가천대학교(총장 <b>이길여</b>)는 교수 100명을 정년트랙으로 초빙하면서 국내 최초로, 이처럼 ‘자율... 가천대 <b>이길여</b> 총장은 “학문의 융·복합 시대에 걸 맞는 인재로서, 급변하는 교육 환경에 대비하고 연구와 강의 역량을... ",https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=025&aid=0003133047,2021-09-07 14:38:00
551,"가천대, 전공 상관없이 교수 초빙 '자율선택제' 시행","가천대 <b>이길여</b> 총장은 “학문의 융·복합 시대에 걸 맞는 인재로서, 급변하는 교육 환경에 대비하고 연구와 강의 역량을 강화하기 위해 교수 지망하는 분들의 전공의 지원 장벽을 허물었다”며 “연구능력과 경력은... ",https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=014&aid=0004704846,2021-09-07 14:31:00
552,"교수도 학과 선택… 가천대, '자율분야선택제' 시행",가천대 전경  가천대학교(총장 <b>이길여</b>)가 2022학년도 1학기에 임용될 교수 100명을 정년트랙으로 초빙하면서... <b>이길여</b> 총장은 &quot;연구능력과 경력은 뛰어나지만 세부전공이 맞지 않아 지원할 수 없었던 신진·중진... ,https://news.unn.net/news/articleView.html?idxno=515356,2021-09-07 14:00:00
553,"가천대, 전공 상관없이 교수 초빙…전국 첫 ‘자율분야선택제’ 시행",<b>이길여</b> 가천대 총장은 “급변하는 교육 환경에 대비하고 연구와 강의 역량을 강화하기 위해 지원 장벽을 허물어 유능한 인재를 뽑을 수 있어 교육 경쟁력 강화가 기대된다”고 말했다.,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=028&aid=0002559597,2021-09-07 13:58:00
554,"가천대, 정년교수 100명 초빙… 교수 자율분야 선택제 시행","가천대 <b>이길여</b> 총장은 “학문의 융·복합 시대에 걸 맞는 인재로서, 급변하는 교육 환경에 대비하고 연구와 강의 역량을 강화하기 위해 교수 지망하는 분들의 전공의 지원 장벽을 허물었다”며 “연구능력과 경력은... ",https://www.kgnews.co.kr/news/article.html?no=665892,2021-09-07 13:56:00
555,"가천대, 정년교수 100명 초빙...&quot;교수가 학과 선택하는 첫 시도&quot;","가천대(총장 <b>이길여</b>)는 교수 100명을 정년트랙(이공계)으로 초빙하면서 국내 최초로 '자율 분야선택제'를... <b>이길여</b> 가천대 총장은 “학문의 융·복합 시대에 걸 맞는 인재로서, 급변하는 교육 환경에 대비하고 연구와 강의... ",https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=030&aid=0002968002,2021-09-07 13:41:00
556,"가천대, 전공 상관없이 유능 교수 뽑는다…‘자율분야선택제‘ 전국 첫 도입",<b>이길여</b> 총장은 “급변하는 교육 환경에 대비하고 연구와 강의 역량을 강화하기 위해 지원 장벽을 허물었다”며 “연구 능력과 경력은 뛰어나지만 세부 전공이 맞지 않아 지원할 수 없었던 유능한 인재를 뽑을 수 있어... ,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=081&aid=0003214432,2021-09-07 13:16:00
557,초빙교수 세부전공 벽 허물고 융복합 채용,"가천대학교(총장 <b>이길여</b>)는 교수 100명을 정년트랙(이공계)으로 초빙하면서 국내 최초로 '자율 분야선택제'를... <b>이길여</b> 가천대 총장은 &quot;학문의 융·복합 시대에 걸맞는 인재로서, 급변하는 교육 환경에 대비하고 연구와... ",http://www.naeil.com/news_view/?id_art=398333,2021-09-07 13:16:00
558,"가천대, 전공 상관없이 교수 초빙…'자율분야선택제' 시행",<b>이길여</b> 가천대 총장은 &quot;급변하는 교육 환경에 대비하고 연구와 강의 역량을 강화하기 위해 지원 장벽을 허물었다&quot;며 &quot;연구 능력과 경력은 뛰어나지만 세부 전공이 맞지 않아 지원할 수 없었던 유능한 인재를 뽑을 수... ,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=001&aid=0012646978,2021-09-07 12:40:00
559,가천대 국내 첫 '자율분야선택제' 실행,"가천대 <b>이길여</b> 총장은 “학문의 융·복합 시대에 걸 맞는 인재로서, 급변하는 교육 환경에 대비하고 연구와 강의 역량을 강화하기 위해 교수 지망하는 분들의 전공의 지원 장벽을 허물었다.”며 “연구능력과 경력은... ",https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=003&aid=0010706008,2021-09-07 11:44:00
560,"&quot;교수가 전공 선택해 강의&quot;…가천대, '자율 분야 선택제' 첫 도입","<b>이길여</b> 가천대 총장은 &quot;연구능력·경력은 뛰어나지만 세부전공이 맞지 않아 지원할 수 없었던 신진·중진 교원들에게 기회가 되고, 대학은 뛰어난 교수를 확보할 수 있어 교육 경쟁력 강화에 도움이 될 것&quot;이라고... ",http://www.newspim.com/news/view/20210907000483,2021-09-07 11:40:00
561,"가천대, 국내 최초 '자율 분야 선택제' 운영...정년교수 100명 초빙",가천대 <b>이길여</b> 총장은 &quot;급변하는 교육 환경에 대비하고 연구와 강의 역량을 강화하기 위해 교수 지망하는 이들의 전공의 지원 장벽을 허물었다&quot;며 &quot;연구능력과 경력은 뛰어나지만 세부전공이 맞지 않아 지원할 수 없었던... ,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=008&aid=0004641762,2021-09-07 11:26:00
562,교수가 학과를 골라서 간다…당연할까?,"가천대(총장 <b>이길여</b>)는 교수 100명을 정년트랙으로 초빙하면서 국내 최초로, 이처럼 ‘자율 분야선택제’를... <b>이길여</b> 총장은 “학문의 융·복합 시대에 걸 맞는 인재로서, 급변하는 교육 환경에 대비하고 연구와 강의... ",https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=016&aid=0001884354,2021-09-07 11:08:00
563,"가천대, 세부 전공 지정 없이 학과 선택권 주고 교수 뽑는다",<b>이길여</b> 가천대 총장은 &quot;학문의 융복합 시대에 급변하는 교육 환경에 대비하고 연구와 강의 역량을 강화하기 위해 교수 지망자 전공 지원 장벽을 허물었다&quot;며 &quot;연구능력과 경력은 뛰어나지만 세부전공이 맞지 않아 지원할... ,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=277&aid=0004965345,2021-09-07 09:54:00
564,"&quot;교수가 학과를 골라서 간다&quot; .. 가천대, 교수 100명 자율분야선택제 시행","가천대 <b>이길여</b> 총장은 &quot;학문의 융·복합 시대에 걸 맞는 인재로서, 급변하는 교육 환경에 대비하고 연구와 강의 역량을 강화하기 위해 교수 지망하는 분들의 전공의 지원 장벽을 허물었다.&quot;며 &quot;연구능력과 경력은... ",http://www.edupress.kr/news/articleView.html?idxno=7899,2021-09-07 09:48:00
565,"가천대, 정년교수 100명 초빙…국내 최초 '자율 분야 선택제' 도입",<b>이길여</b> 가천대 총장은 &quot;급변하는 교육 환경에 대비하고 연구·강의 역량을 강화하기 위해 교수를 지망하는 분들의 전공 지원 장벽을 허물었다&quot;며 &quot;신진·중진 교원들에게는 기회가 되고 대학은 뛰어난 교수를 뽑을 수... ,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=421&aid=0005586500,2021-09-06 16:35:00
566,"가천대, 교수초빙 '자율분야 선택제' 국내 첫 시도","가천대(총장 <b>이길여</b>)가 교수초빙 '자율분야 선택제'를 국내 처음으로 도입한다. 자율분야선택제는 세부... <b>이길여</b> 가천대 총장은 &quot;학문의 융·복합 시대에 걸 맞는 인재로서, 급변하는 교육 환경에 대비하고 연구와 강의... ",http://www.kyosu.net/news/articleView.html?idxno=75855,2021-09-06 15:44:00
567,"논술전형 919명… 서술형 교과논술 시행 지역균형 전형, 학교별 추천인원 제한...",가천대학교 가천대학교(총장 <b>이길여</b>)는 미래 산업을 이끌 인재를 양성하기 위해 ▲차세대반도체전공(50명) ▲스마트팩토리전공(50명) ▲스마트시티융합학과(50명) ▲스마트보안전공(50명) 등 4개 학과를 신설하고 올해... ,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=004&oid=023&aid=0003638478,2021-09-06 03:06:00
568,[LINC+우수대학/가천대학교] 4차 산업혁명 선도형 '산학협력 플랫폼 대학' 자...,(총장 <b>이길여</b>)는 산학협력 혁신 프로젝트에 기반해 4차 산업혁명 수요에 대응하는 '소프트파워 기반... AI·빅데이터기반스마트에너지시스템 융합전공 PCB설계 비교과 수업 (사진제공=가천대 LINC+사업단) [인사말] <b>이길여</b>... ,https://news.unn.net/news/articleView.html?idxno=515244,2021-09-04 13:08:00
569,가천대 첨단학과 신설… 4개 학과 200명 선발,<b>이길여</b> 가천대 총장은 “체계화된 소프트웨어 교육의 경험에 더해 가천대와 판교 테크노밸리의 인접성을 최대한 활용해 관련 산학협력 교육을 강화하겠다”고 말했다.,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=020&aid=0003379668,2021-09-02 03:02:00
570,"가천대, 2020학년도 후기 학위 수여…박사 69명, 석사 360명, 학사 1077명 등...",이번 학위수여식은 코로나19에 따른 사회적 거리두기 4단계 상황을 고려해 시행하지 않는 대신 <b>이길여</b>... <b>이길여</b> 총장은 축사에서 “코로나 바이러스가 처음 확산되기 시작했을 때 아무도 이 사태가 금방 끝날 것이라고... ,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=081&aid=0003211889,2021-08-26 21:26:00
